ticker,name,sector,industry
OMDA,"Omada Health, Inc.",Healthcare,Health Information Services
ACR,ACRES Commercial Realty Corp.,Real Estate,REIT - Mortgage
ASST,"Strive Asset Management, LLC",Financial Services,Asset Management
OFLX,"Omega Flex, Inc.",Industrials,Specialty Industrial Machinery
ULH,"Universal Logistics Holdings, Inc.",Industrials,Trucking
BZAI,"Blaize Holdings, Inc.",Technology,Software - Application
FRD,"Friedman Industries, Incorporated",Basic Materials,Steel
FF,FutureFuel Corp.,Basic Materials,Specialty Chemicals
LNSR,"LENSAR, Inc.",Healthcare,Medical Devices
NKTX,"Nkarta, Inc.",Healthcare,Biotechnology
NODK,"NI Holdings, Inc.",Financial Services,Insurance - Property & Casualty
SRBK,"SR Bancorp, Inc.",Financial Services,Banks - Regional
ACNT,Ascent Industries Co.,Basic Materials,Chemicals
RXT,"Rackspace Technology, Inc.",Technology,Software - Infrastructure
MNTK,"Montauk Renewables, Inc.",Basic Materials,Specialty Chemicals
LARK,"Landmark Bancorp, Inc.",Financial Services,Banks - Regional
CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology
SMID,Smith-Midland Corporation,Basic Materials,Building Materials
SBFG,"SB Financial Group, Inc.",Financial Services,Banks - Regional
TRAK,"ReposiTrak, Inc.",Technology,Software - Application
CDXS,"Codexis, Inc.",Healthcare,Biotechnology
SUNS,"Sunrise Realty Trust, Inc.",Real Estate,REIT - Mortgage
SPWR,SunPower Inc.,Technology,Solar
BSET,"Bassett Furniture Industries, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FNWD,Finward Bancorp,Financial Services,Banks - Regional
EML,The Eastern Company,Industrials,Tools & Accessories
CXDO,"Crexendo, Inc.",Communication Services,Telecom Services
AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure
STRW,"Strawberry Fields REIT, Inc.",Real Estate,REIT - Healthcare Facilities
TMCI,"Treace Medical Concepts, Inc.",Healthcare,Medical Devices
EVI,"EVI Industries, Inc.",Industrials,Industrial Distribution
ATYR,"aTyr Pharma, Inc.",Healthcare,Biotechnology
IKT,"Inhibikase Therapeutics, Inc.",Healthcare,Biotechnology
WHG,"Westwood Holdings Group, Inc.",Financial Services,Asset Management
PDEX,"Pro-Dex, Inc.",Healthcare,Medical Instruments & Supplies
COSO,"CoastalSouth Bancshares, Inc.",Financial Services,Banks - Regional
ZVIA,Zevia PBC,Consumer Defensive,Beverages - Non-Alcoholic
LAW,"CS Disco, Inc.",Technology,Software - Application
CLAR,Clarus Corporation,Consumer Cyclical,Leisure
GAMB,Gambling.com Group Limited,Consumer Cyclical,Gambling
INV,"Innventure, Inc.",Financial Services,Asset Management
GETY,"Getty Images Holdings, Inc.",Communication Services,Internet Content & Information
GYRE,"Gyre Therapeutics, Inc.",Healthcare,Biotechnology
LVWR,"LiveWire Group, Inc.",Consumer Cyclical,Auto Manufacturers
CVRX,"CVRx, Inc.",Healthcare,Medical Devices
GWRS,"Global Water Resources, Inc.",Utilities,Utilities - Regulated Water
RCMT,"RCM Technologies, Inc.",Industrials,Conglomerates
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods
PNBK,"Patriot National Bancorp, Inc.",Financial Services,Banks - Regional
DMRC,Digimarc Corporation,Technology,Software - Application
HNVR,"Hanover Bancorp, Inc.",Financial Services,Banks - Regional
TCI,"Transcontinental Realty Investors, Inc.",Real Estate,Real Estate Services
RMBI,"Richmond Mutual Bancorporation, Inc.",Financial Services,Banks - Regional
RVSB,"Riverview Bancorp, Inc.",Financial Services,Banks - Regional
AIRJ,AirJoule Technologies Corporation,Industrials,Building Products & Equipment
RPT,Rithm Property Trust Inc.,Real Estate,REIT - Mortgage
UBFO,United Security Bancshares,Financial Services,Banks - Regional
CPSS,"Consumer Portfolio Services, Inc.",Financial Services,Credit Services
KRRO,"Korro Bio, Inc.",Healthcare,Biotechnology
AIRO,"AIRO Group Holdings, Inc.",Industrials,Aerospace & Defense
EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas E&P
PNRG,PrimeEnergy Resources Corporation,Energy,Oil & Gas E&P
MXCT,"MaxCyte, Inc.",Healthcare,Medical Devices
ECBK,"ECB Bancorp, Inc.",Financial Services,Banks - Regional
EXFY,"Expensify, Inc.",Technology,Software - Application
DCGO,DocGo Inc.,Healthcare,Medical Care Facilities
CARL,"Carlsmed, Inc.",Healthcare,Health Information Services
BARK,"BARK, Inc.",Consumer Cyclical,Specialty Retail
FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Cyclical,Specialty Retail
EEX,"Emerald Holding, Inc.",Communication Services,Advertising Agencies
PMTS,CPI Card Group Inc.,Financial Services,Credit Services
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,Apparel Manufacturing
FFAI,Faraday Future Intelligent Electric Inc.,Consumer Cyclical,Auto Manufacturers
FORR,"Forrester Research, Inc.",Industrials,Consulting Services
FSP,Franklin Street Properties Corp.,Real Estate,REIT - Office
SSTI,"SoundThinking, Inc.",Technology,Software - Application
VIRC,Virco Mfg. Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ELA,Envela Corporation,Consumer Cyclical,Luxury Goods
RNAC,"Cartesian Therapeutics, Inc.",Healthcare,Biotechnology
CBNA,"Chain Bridge Bancorp, Inc.",Financial Services,Banks - Regional
WALD,Waldencast plc,Consumer Defensive,Household & Personal Products
PAMT,PAMT CORP,Industrials,Trucking
NPWR,NET Power Inc.,Industrials,Specialty Industrial Machinery
SMTI,Sanara MedTech Inc.,Healthcare,Medical Instruments & Supplies
CSPI,CSP Inc.,Technology,Information Technology Services
MAPS,"WM Technology, Inc.",Technology,Software - Application
PROP,Prairie Operating Co.,Energy,Oil & Gas E&P
AISP,"Airship AI Holdings, Inc.",Technology,Software - Infrastructure
BRCC,BRC Inc.,Consumer Defensive,Packaged Foods
NRDY,Nerdy Inc.,Technology,Software - Application
BTMD,biote Corp.,Healthcare,Medical Care Facilities
ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies
OM,"Outset Medical, Inc.",Healthcare,Medical Devices
SFBC,"Sound Financial Bancorp, Inc.",Financial Services,Banks - Regional
MPX,Marine Products Corporation,Consumer Cyclical,Recreational Vehicles
UNB,"Union Bankshares, Inc.",Financial Services,Banks - Regional
SI,"Shoulder Innovations, Inc.",,
HFFG,HF Foods Group Inc.,Consumer Defensive,Food Distribution
ARAY,Accuray Incorporated,Healthcare,Medical Devices
FBYD,"Falcon's Beyond Global, Inc.",Industrials,Conglomerates
AEYE,"AudioEye, Inc.",Technology,Software - Application
INH,,,
LUNG,Pulmonx Corporation,Healthcare,Medical Devices
STIM,"Neuronetics, Inc.",Healthcare,Medical Devices
LFVN,LifeVantage Corporation,Consumer Defensive,Packaged Foods
DH,Definitive Healthcare Corp.,Healthcare,Health Information Services
NL,"NL Industries, Inc.",Industrials,Security & Protection Services
RCEL,"AVITA Medical, Inc.",Healthcare,Medical Devices
TTEC,"TTEC Holdings, Inc.",Technology,Information Technology Services
TUSK,"Mammoth Energy Services, Inc.",Industrials,Conglomerates
HQI,"HireQuest, Inc.",Industrials,Staffing & Employment Services
AVBH,"Avidbank Holdings, Inc.",Financial Services,Banks - Regional
AKE,,,
ISPR,Ispire Technology Inc.,Consumer Defensive,Tobacco
CLPR,Clipper Realty Inc.,Real Estate,REIT - Residential
GAIA,"Gaia, Inc.",Communication Services,Entertainment
FTLF,"FitLife Brands, Inc.",Consumer Defensive,Packaged Foods
EHTH,"eHealth, Inc.",Financial Services,Insurance Brokers
MYPS,"PLAYSTUDIOS, Inc.",Communication Services,Electronic Gaming & Multimedia
AREN,"The Arena Group Holdings, Inc.",Communication Services,Internet Content & Information
VHI,"Valhi, Inc.",Basic Materials,Chemicals
EP,Empire Petroleum Corporation,Energy,Oil & Gas E&P
SWKH,SWK Holdings Corporation,Financial Services,Asset Management
LFT,"Lument Finance Trust, Inc.",Real Estate,REIT - Mortgage
SBC,SBC Medical Group Holdings Incorporated,Industrials,Consulting Services
OPAL,OPAL Fuels Inc.,Utilities,Utilities - Regulated Gas
CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail
ACTU,"Actuate Therapeutics, Inc. Common stock",Healthcare,Biotechnology
AIRS,"AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities
TEAD,Teads Holding Co.,Communication Services,Internet Content & Information
RBKB,"Rhinebeck Bancorp, Inc.",Financial Services,Banks - Regional
MKTW,"MarketWise, Inc.",Financial Services,Financial Data & Stock Exchanges
KG,Kestrel Group Ltd,Financial Services,Insurance Brokers
VALU,"Value Line, Inc.",Financial Services,Financial Data & Stock Exchanges
CIX,CompX International Inc.,Industrials,Security & Protection Services
SIEB,Siebert Financial Corp.,Financial Services,Capital Markets
COOK,"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SVCO,"Silvaco Group, Inc.",Technology,Software - Application
SKIL,Skillsoft Corp.,Consumer Defensive,Education & Training Services
TZOO,Travelzoo,Communication Services,Internet Content & Information
BEEP,Mobile Infrastructure Corporation,Industrials,Infrastructure Operations
CV,"CapsoVision, Inc.",Healthcare,Medical Devices
SEAT,Vivid Seats Inc.,Communication Services,Internet Content & Information
HURA,"TuHURA Biosciences, Inc.",Healthcare,Biotechnology
TVRD,"Tvardi Therapeutics, Inc.",Healthcare,Biotechnology
MYO,"Myomo, Inc.",Healthcare,Medical Devices
INMB,INmune Bio Inc.,Healthcare,Biotechnology
TKNO,"Alpha Teknova, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ARL,"American Realty Investors, Inc.",Real Estate,Real Estate Services
NEON,Neonode Inc.,Technology,Electronic Components
AFRI,Forafric Global PLC,Consumer Defensive,Farm Products
NXXT,"NextNRG, Inc.",Utilities,Utilities - Renewable
SLSN,"Solesence, Inc.",Consumer Defensive,Household & Personal Products
VRM,"Vroom, Inc.",Financial Services,Credit Services
TSE,Trinseo PLC,Basic Materials,Specialty Chemicals
SLND,"Southland Holdings, Inc.",Industrials,Engineering & Construction
ADRO,,,
GMGI,"Golden Matrix Group, Inc.",Communication Services,Electronic Gaming & Multimedia
GOCO,"GoHealth, Inc.",Financial Services,Insurance Brokers
TVGN,Tevogen Bio Holdings Inc.,Healthcare,Biotechnology
VGAS,"Verde Clean Fuels, Inc.",Utilities,Utilities - Renewable
SAFX,"XCF Global, Inc.",Utilities,Utilities - Renewable
ZSPC,"zSpace, Inc.",Technology,Computer Hardware
THRD,,,
CAD,PIMCO Canada Bond Index Exchang,,
PDLI,,,
GTXI,,,
P5N994,,,
SBT,,,
-,,,
IXPH6,,,
RTYH6,,,
 ,,,
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners.",,,
